Dataset,Experiment,Arm,Seed,Train R2,Val R2,Test R2,Test MSE,Test MAE,Test R2 DCAA (mg/L),Test R2 TCAA (ug/L),Test R2 BCAA(mg/L),Test R2 HAA5 (ug/L),Test R2 HAA9 (ug/L),Params,Test R2 DCAA,Test R2 TCAA,Test R2 HAA5,Test R2 TTHM
ontario,module,full,9999,0.5923546611985624,0.3185615686684087,0.47483669164925946,0.5591628039815038,0.5530974031900202,,,,,,134985.0,0.48817872426985365,0.4386616867893244,0.5167673084754549,0.45573904706240453
ontario,module,no_attention,9999,0.6023770419516158,0.3434223832737869,0.4515819474592643,0.5848437299946302,0.5482403313125244,,,,,,126404.0,0.46103312044996214,0.4517000475682752,0.49701007653592466,0.3965845452828949
ontario,module,no_chemistry,9999,0.6250298304629607,0.25104947715955916,0.4811000085633316,0.5533104646570222,0.5645291370507547,,,,,,123737.0,0.5107422104464661,0.4508633479524521,0.507497666437587,0.45529680941682105
ontario,module,no_interaction,9999,0.5708421724735101,0.3056602047950363,0.45911592773158494,0.576905195607133,0.5611981709533137,,,,,,118601.0,0.49323989641450094,0.39962303735614335,0.5067462212784601,0.4368545558772352
ontario,module,no_grouping,9999,0.572342865034191,0.232035983817835,0.4053728506681132,0.6354976861742644,0.5938294576026149,,,,,,81493.0,0.4872143625659854,0.3793725160049154,0.3739790610394581,0.3809254630620944
ontario,module,random_grouping,9999,0.5994308937027796,0.29841064376754545,0.4920171276216275,0.5403490519335267,0.5383654899952909,,,,,,134985.0,0.5001854157573893,0.4775814247328741,0.5119155583285442,0.4783861116677023
ontario,module,no_hier_loss,9999,0.5924168124731009,0.31888928676260075,0.4748646863654044,0.5591312459024383,0.5527329244605397,,,,,,134985.0,0.488076107468133,0.43873963691776163,0.5169578491614337,0.45568515191428915
ontario,module,multitask_mlp,9999,0.5805533284237385,0.21445268590950115,0.40003642043138943,0.6410589582596011,0.6151477184566615,,,,,,4932.0,0.45743246787083613,0.36229572651606756,0.42197725258816,0.35844023475049425
ontario,feature,baseline_all_features,42,0.8869711820346718,0.5253698691916611,0.6878272375925243,0.2670143137992996,0.3588674631600237,,,,,,134985.0,0.7076359769890144,0.6600214102714944,0.7350278234759501,0.6486237396336382
ontario,feature,remove_Temp,42,0.7036099466156149,0.4803933029874144,0.6387329151938897,0.3091321353700632,0.38812562517600074,,,,,,123737.0,0.6533039001943028,0.6509698069892943,0.7047938908319307,0.5458640627600313
ontario,feature,remove_pH,42,0.582293648344294,0.4107927859931493,0.6122034814745979,0.33132509188570586,0.4281269364397514,,,,,,123705.0,0.6538288432345045,0.5689339614690805,0.6487895548105729,0.5772615663842335
ontario,feature,remove_DOC,42,0.8099221232777772,0.4691976814774121,0.40035590614793654,0.5146159150070522,0.5018229492001448,,,,,,123696.0,0.4342148158215241,0.3886467745994242,0.42397045791751664,0.35459157625328075
ontario,feature,remove_Cl2,42,0.8828063300781627,0.7520041193567475,0.6972370483672266,0.2630764255246591,0.3455756640474408,,,,,,112728.0,0.6504511583525616,0.7121594668202738,0.7123326316984955,0.7140049365975751
ontario,feature,remove_NO2-N,42,0.8851673830754989,0.5951659902151794,0.7025373715706656,0.25515478075945797,0.34707454006039085,,,,,,123737.0,0.707139161324869,0.6797129054087294,0.7483695701459443,0.6749278494031199
ontario,feature,remove_NH4-N,42,0.8844415659338565,0.5814603959332861,0.7013729296511722,0.25617661673062264,0.3479481655588129,,,,,,123737.0,0.7042306836256513,0.6839507826733242,0.7501306566314013,0.6671795956743116
ontario,feature,remove_Br,42,0.8591560220697516,0.6176670396704969,0.6340820843579217,0.31277391950932953,0.38875299528178164,,,,,,123712.0,0.6673857065451076,0.585625491630658,0.676397711776527,0.6069194274793936
ontario,feature,baseline_all_features,123,0.838697667306715,0.2953937149200404,0.7140241631668336,0.22410312356692802,0.33585760456721436,,,,,,134985.0,0.7156651257021653,0.6737088556657236,0.8001260996087081,0.6665965716907374
ontario,feature,remove_Temp,123,0.792473077278875,0.4538597263131771,0.6914601042879959,0.24179778409538816,0.35730768914975997,,,,,,123737.0,0.703269884645721,0.6872149547363773,0.7549905985961244,0.6203649791737605
ontario,feature,remove_pH,123,0.5653004274292462,0.31105819040009064,0.6241969158265259,0.29764564092333795,0.3816724509436439,,,,,,123705.0,0.6673125179697231,0.5736153070213054,0.5991446906859635,0.6567151476291121
ontario,feature,remove_DOC,123,0.22191903877706132,0.06168107892787805,0.22728466543271336,0.6075690084498686,0.6312997797339894,,,,,,123696.0,0.2783823974070585,0.18000322189393492,0.31530765311383424,0.13544538931602557
ontario,feature,remove_Cl2,123,0.5297112200500415,0.33387238149619547,0.6042197824294142,0.32750138487244984,0.40780403615810423,,,,,,112728.0,0.5485403134267939,0.6864890026961847,0.5655457005716913,0.6163041130229875
ontario,feature,remove_NO2-N,123,0.5536507614480055,0.27099782649093584,0.6253143781673767,0.2969780699027479,0.3973564451133637,,,,,,123737.0,0.6535247046505531,0.6426101063193668,0.6175547786855407,0.5875679230140466
ontario,feature,remove_NH4-N,123,0.5603634656700479,0.2678472993879,0.6276927364735099,0.290829643633727,0.4012254999513617,,,,,,123737.0,0.6776852765959223,0.6306733177188919,0.6381962375703141,0.5642161140089115
ontario,feature,remove_Br,123,0.5319957435871994,0.30883399252442134,0.6010379284723846,0.3206614054110593,0.40960316498245636,,,,,,123712.0,0.6010311361231854,0.6054067752396384,0.5947723905762027,0.6029414119505123
ontario,feature,baseline_all_features,456,0.6610359630065104,0.6788265096869379,0.5857004887160726,0.8118041697598312,0.5953723449819373,,,,,,134985.0,0.5977310298187759,0.5806932133268778,0.621586650991903,0.542791060726734
ontario,feature,remove_Temp,456,0.7849228533131278,0.6890727503256113,0.6092804007997704,0.7596663434244935,0.6130311656463763,,,,,,123737.0,0.642180140202084,0.5972678386760192,0.671358078899731,0.5263155454212471
ontario,feature,remove_pH,456,0.5664003523067787,0.6085871177573368,0.5147398425765423,0.948740346195364,0.6849852104951742,,,,,,123705.0,0.4805642525841749,0.5573222463806002,0.5723140412207275,0.44875883012066653
ontario,feature,remove_DOC,456,0.3325241116956285,0.5415299755045663,0.3284931046093783,1.3197690657029053,0.8136079630881784,,,,,,123696.0,0.33249774705397006,0.3390176443432681,0.354676837765441,0.2877801892748346
ontario,feature,remove_Cl2,456,0.7234848403573648,0.6545344828593072,0.5995207722694422,0.7869973539890441,0.579619830911285,,,,,,112728.0,0.6087804781424023,0.5949872503740559,0.6198420678970209,0.5744732926642899
ontario,feature,remove_NO2-N,456,0.658249743652072,0.6765390108939158,0.5926928326615941,0.7981960235058376,0.585172655694646,,,,,,123737.0,0.592433493027769,0.5785477984866423,0.649320310155447,0.5504697289765176
ontario,feature,remove_NH4-N,456,0.6622211370426185,0.6791136844309713,0.5889358185087017,0.8053393402690818,0.5876214423583658,,,,,,123737.0,0.6084981309476655,0.5636340982336802,0.6384577026465563,0.5451533422069049
ontario,feature,remove_Br,456,0.6492691534948493,0.663483130064239,0.601659391863197,0.7810052597542082,0.5786970507096949,,,,,,123712.0,0.6179008037851392,0.5939751765786896,0.6308395749182314,0.5639220121707278
ontario,feature,baseline_all_features,789,0.5748134186990951,0.5400591147590514,0.6337647841395069,0.24996298711513026,0.36066569447481844,,,,,,134985.0,0.6777087278783118,0.602980661752063,0.7598005424466404,0.49456920448101194
ontario,feature,remove_Temp,789,0.47000034210681174,0.5133047102710577,0.5353534921982261,0.31820939522139735,0.4167938399323022,,,,,,123737.0,0.5459944802086363,0.5335073716529597,0.658249029146858,0.4036630877844496
ontario,feature,remove_pH,789,0.518489904722273,0.5743053091265826,0.5569732783406691,0.2997310982986565,0.4145570071824661,,,,,,123705.0,0.6041292827102864,0.4783631224893182,0.6585553167892777,0.4868453913737941
ontario,feature,remove_DOC,789,0.29751820923588546,0.2959634835211054,0.32119703001743977,0.4644214337775686,0.5430579232114476,,,,,,123696.0,0.333719511701266,0.37393284632503765,0.39178299246751325,0.1853527695759416
ontario,feature,remove_Cl2,789,0.5405867799295447,0.5206453880328463,0.5048337093880204,0.33966791352551495,0.4260312524263635,,,,,,112728.0,0.5933771264481558,0.5938415252570941,0.5566860623884877,0.27543012345834406
ontario,feature,remove_NO2-N,789,0.5367548062337756,0.5581864378676823,0.6002123899314058,0.27403492947977354,0.3844662372479702,,,,,,123737.0,0.5920697923614868,0.645925303600217,0.63204285924753,0.5308116045163895
ontario,feature,remove_NH4-N,789,0.6551706906941489,0.5698085507454622,0.6308807193474666,0.24998317634782746,0.3480232094304445,,,,,,123737.0,0.6931278803362121,0.610417758196145,0.6672521381120144,0.5527251007454947
ontario,feature,remove_Br,789,0.5493572522272046,0.5532698248651617,0.606979973528827,0.27038588278796305,0.3806487367730819,,,,,,123712.0,0.590562806697313,0.6292797681490119,0.7121265575223568,0.49595076174662667
ontario,feature,baseline_all_features,1024,0.6899284889481396,0.6067374867141155,0.4290262738485555,0.6835124897148799,0.563470980699005,,,,,,134985.0,0.42069730900171554,0.4510614086464738,0.4700106147643073,0.3743357629817258
ontario,feature,remove_Temp,1024,0.6820046420643178,0.6060557245996757,0.42324433577987775,0.6904595260749077,0.5701012417254121,,,,,,123737.0,0.42213471533289326,0.4990700836606179,0.4390573424985106,0.33271520162748924
ontario,feature,remove_pH,1024,0.6933958041021447,0.5976452252915887,0.49825904966000467,0.6011674931200529,0.5497126342107376,,,,,,123705.0,0.5040302708490674,0.5179480023226899,0.5156670464518575,0.4553908790164042
ontario,feature,remove_DOC,1024,0.42591771796277145,0.4724370530933522,0.24144059344994606,0.911090483846994,0.6917318180344398,,,,,,123696.0,0.2968626783824173,0.24184849125928132,0.29237431961496585,0.13467688454311955
ontario,feature,remove_Cl2,1024,0.7806024112822059,0.6809679749173618,0.6203220900942932,0.454216519210758,0.45995807545387074,,,,,,112728.0,0.6091840218568081,0.640705396139323,0.6337053340622131,0.5976936083188283
ontario,feature,remove_NO2-N,1024,0.6979297704959622,0.6195264378099637,0.4736567811809781,0.6303739473410783,0.5261475243348095,,,,,,123737.0,0.4760141332685367,0.5167531992402625,0.48781015469454614,0.4140496375205668
ontario,feature,remove_NH4-N,1024,0.7126061399893789,0.610380364056194,0.4863289401082014,0.6151390202506799,0.5202543839920071,,,,,,123737.0,0.4871436739524161,0.5280797201046997,0.5028872939736253,0.4272050724020646
ontario,feature,remove_Br,1024,0.6645745096651199,0.6004239111980478,0.4591123622881894,0.6483945030136746,0.5555358692480046,,,,,,123712.0,0.47439219402531996,0.4979276871371997,0.4826730375163518,0.38145653047388595
ontario,feature,baseline_all_features,2025,0.5638171550262491,0.37664456545631086,0.5237926905140349,0.46640915965414426,0.5035928617240713,,,,,,134985.0,0.5459336385710634,0.4666193371759262,0.6229612977569696,0.45965648855218033
ontario,feature,remove_Temp,2025,0.5410786380869873,0.3893808326328145,0.5407846285820481,0.45696506213979016,0.46691433788101977,,,,,,123737.0,0.4933286350018731,0.6180870677916752,0.6859003440690326,0.36582246746561176
ontario,feature,remove_pH,2025,0.5282702271126175,0.41158843128375383,0.46646530753092547,0.5164083632169705,0.5095629530034925,,,,,,123705.0,0.5844006033001015,0.5026654313536916,0.4779635409311581,0.3008316545387507
ontario,feature,remove_DOC,2025,0.25007835298071557,0.12882961694506817,0.2679178174202052,0.7226708082099113,0.6764210952467092,,,,,,123696.0,0.2819902053804564,0.2971783725954972,0.37174754034687985,0.12075515135798665
ontario,feature,remove_Cl2,2025,0.5125551819447518,0.3206116149007568,0.476916403998048,0.5124380391117895,0.5557235187321232,,,,,,112728.0,0.5218454367703957,0.5082593762970307,0.5437520893377827,0.3338087135869835
ontario,feature,remove_NO2-N,2025,0.5503521207683202,0.3941136682180154,0.5440151081391637,0.4596103641111586,0.4590898425361387,,,,,,123737.0,0.4584789195835969,0.6207161337102471,0.6654753755109959,0.4313900037518148
ontario,feature,remove_NH4-N,2025,0.553037624761769,0.39132079396623876,0.546614950018095,0.45518895487914646,0.45435707177178747,,,,,,123737.0,0.4722713251982045,0.6277914274620284,0.6779876702028416,0.4084093772093056
ontario,feature,remove_Br,2025,0.5423371965768271,0.38955088158587625,0.5342611870647086,0.45032342596040864,0.5087160751379236,,,,,,123712.0,0.6067333636849077,0.47486031044636134,0.6201598251875025,0.435291248940063
ontario,feature,baseline_all_features,3407,0.7507261403795246,0.6765179431149473,0.5951497041875402,0.5148552274510702,0.4771949339820364,,,,,,134985.0,0.5856957513501478,0.6060927262680982,0.6261278194387547,0.56268251969316
ontario,feature,remove_Temp,3407,0.6444250715156954,0.6050957273206207,0.6020979224035173,0.5064080278084512,0.49318474588677896,,,,,,123737.0,0.5912576356627466,0.6129048439214959,0.655325516767699,0.5489036932621281
ontario,feature,remove_pH,3407,0.7287011351127967,0.6813424703768739,0.5729723417389756,0.5424152519478767,0.4930824625673614,,,,,,123705.0,0.5488485549187134,0.5695014495199536,0.6044691384328771,0.5690702240843578
ontario,feature,remove_DOC,3407,0.5276287775765977,0.5026328411204484,0.20599824141289544,1.0231226079025413,0.6918406548647247,,,,,,123696.0,0.3138490246473077,0.22816535506691737,0.2562257041368653,0.02575288180049229
ontario,feature,remove_Cl2,3407,0.7601451406999563,0.68843599573155,0.636738738182933,0.4615939096993583,0.46943297751707025,,,,,,112728.0,0.6214575231075506,0.6465460270546013,0.679317860823437,0.5996335417461431
ontario,feature,remove_NO2-N,3407,0.7694264337041522,0.6925657066562447,0.5420566064256078,0.5806368960924183,0.49927784022115124,,,,,,123737.0,0.5116742547112292,0.5535187789431548,0.5908143916661706,0.5122190003818765
ontario,feature,remove_NH4-N,3407,0.7433835248456976,0.6630764847823868,0.5774786730006232,0.5390249284026929,0.49179254702828945,,,,,,123737.0,0.5734781828269555,0.5755940994849049,0.6199624425339011,0.5408799671567317
ontario,feature,remove_Br,3407,0.7421104994710352,0.675990812983495,0.5883848841658347,0.5235225133759365,0.47986097258053584,,,,,,123712.0,0.5740516744193294,0.5975077548674884,0.6383151119926457,0.5436649953838754
ontario,feature,baseline_all_features,5555,0.7399641727960551,0.484711288964821,0.4586090392613622,0.39665467005797816,0.405177006320542,,,,,,134985.0,0.3869036027404128,0.5163453557128035,0.5135792731072877,0.41760792548494496
ontario,feature,remove_Temp,5555,0.5754886499669036,0.506724120448955,0.4599569156702763,0.40274540538555137,0.4541892624958469,,,,,,123737.0,0.4996941018109904,0.41031706504629506,0.5181861434578634,0.4116303523659566
ontario,feature,remove_pH,5555,0.572768024239414,0.5496173035533001,0.4503662273930146,0.4084728941374919,0.47562742391500973,,,,,,123705.0,0.46698850178011064,0.4203995018152137,0.4809387956079417,0.43313811036879235
ontario,feature,remove_DOC,5555,0.44407298265300743,0.44265976263169704,0.10368503483540406,0.6625674035939606,0.6118129975354449,,,,,,123696.0,0.1432717639189639,0.14886644447503794,0.10976134104594171,0.012840589901671806
ontario,feature,remove_Cl2,5555,0.6269199061867633,0.4830577661280532,0.4364315415473213,0.41404351188770305,0.44669119016116754,,,,,,112728.0,0.408598122432012,0.4967559197930662,0.5450536150106843,0.29531850895352285
ontario,feature,remove_NO2-N,5555,0.5860940679393197,0.4736111777742132,0.40059433479964257,0.4451940376904221,0.48182078464014677,,,,,,123737.0,0.4525199945774395,0.3944585201798585,0.4197172987213683,0.3356815257199035
ontario,feature,remove_NH4-N,5555,0.5735990665151958,0.4788246530429855,0.4169395293392485,0.4341897861475326,0.46269175327320017,,,,,,123737.0,0.46984258571313864,0.3845873771001096,0.43693264043212376,0.37639551411162187
ontario,feature,remove_Br,5555,0.6190582763066523,0.5205634582402573,0.4192763875273463,0.4267094670647318,0.4574784560666683,,,,,,123712.0,0.31811313673382446,0.4362962112107176,0.4478852528851155,0.47481094927972733
ontario,feature,baseline_all_features,7777,0.879916129916298,0.7818090624413739,0.6247405706210203,0.42769168643795785,0.4579034356083107,,,,,,134985.0,0.5982022726348434,0.6351692440777057,0.6377077709353857,0.6278829948361464
ontario,feature,remove_Temp,7777,0.7574763515916383,0.484558732890071,0.670003301553786,0.37449600201128563,0.4433555188204037,,,,,,123737.0,0.6372511621092085,0.7081544023128308,0.7331260364468559,0.6014816053462488
ontario,feature,remove_pH,7777,0.46997619745029795,0.4168326793204429,0.47267616270069324,0.6009656691651963,0.5499325216797541,,,,,,123705.0,0.4599147158499174,0.49344883219327107,0.4383406061452305,0.49900049661435375
ontario,feature,remove_DOC,7777,0.7774219402531021,0.5683483453644671,0.3013764535658474,0.7892103785235871,0.6769683554670638,,,,,,123696.0,0.3388548795201948,0.30937186626049684,0.30769001520520156,0.24958905327749625
ontario,feature,remove_Cl2,7777,0.843426249307593,0.8414083610602203,0.6624801529179422,0.3852650719371192,0.44489339901646097,,,,,,112728.0,0.6154179782277045,0.6862250261447478,0.7067730006488284,0.6415046066504879
ontario,feature,remove_NO2-N,7777,0.8564000994071637,0.7857627765272344,0.6553152752946652,0.3948159812069763,0.4539308249025286,,,,,,123737.0,0.592512930935081,0.6907159584213195,0.6974472250023505,0.6405849868199095
ontario,feature,remove_NH4-N,7777,0.922676226823349,0.7517908521278914,0.6266805771525774,0.4243495401036126,0.45485354794024524,,,,,,123737.0,0.6196222267488225,0.5968127236410607,0.6332468929057113,0.6570404653147146
ontario,feature,remove_Br,7777,0.8653279794925799,0.7501825460886398,0.6205553030781943,0.4351752230894669,0.4694179984296158,,,,,,123712.0,0.5598098322319154,0.6530321232041882,0.6376979111261624,0.6316813457505109
ontario,feature,baseline_all_features,9999,0.5923546611985624,0.3185615686684087,0.47483669164925946,0.5591628039815038,0.5530974031900202,,,,,,134985.0,0.48817872426985365,0.4386616867893244,0.5167673084754549,0.45573904706240453
ontario,feature,remove_Temp,9999,0.604593298325378,0.21726672019485319,0.4548372868545467,0.5802721156360411,0.581094363137694,,,,,,123737.0,0.45261198484251697,0.4607041848564557,0.48958373060811955,0.4164492471110943
ontario,feature,remove_pH,9999,0.5769679532281685,0.34810757045496254,0.392010684379748,0.6493587698038414,0.6037962643704593,,,,,,123705.0,0.44587645008102195,0.35951526863719996,0.41083178382181207,0.35181923497895784
ontario,feature,remove_DOC,9999,0.6635017542481595,0.37728969947390345,0.2176176390291631,0.8305700805627784,0.6248264639644903,,,,,,123696.0,0.24074358467030899,0.14652654776541907,0.2249826028633718,0.2582178208175525
ontario,feature,remove_Cl2,9999,0.5933783920064645,0.2932491691276051,0.5078577647488363,0.5224834671240205,0.51209278723539,,,,,,112728.0,0.5062473050395702,0.4963614986422422,0.5174801771388564,0.5113420781746765
ontario,feature,remove_NO2-N,9999,0.5969189958714324,0.26609955303976657,0.4665012935076144,0.5661435942132077,0.5689297431942032,,,,,,123737.0,0.46502841741699963,0.40345768010967886,0.5106222291483979,0.4868968473553811
ontario,feature,remove_NH4-N,9999,0.5966424106277012,0.2674556536948801,0.4642292732256509,0.5688117847609753,0.5729263193324752,,,,,,123737.0,0.46985132245855665,0.39310907316697485,0.5077812235813555,0.48617547369571645
ontario,feature,remove_Br,9999,0.5926791160831255,0.2825057368721636,0.4250379221568167,0.6115560188319485,0.582226479886749,,,,,,123712.0,0.4535606572416475,0.37311682940203283,0.4382505479690315,0.43522365401455476
original,minimal_sensors,explainable_minimal,42,0.5094373890331736,0.43465064527139663,-0.023975480064902466,0.5946020747122656,0.5609107546138915,-0.10328218467282024,0.030121339348280873,0.07862884977894735,-0.10267212379080037,-0.022673280988120714,100015.0,,,,
original,minimal_sensors,svr_minimal,42,0.5615306688156452,0.16492796425500458,-0.0764841213006368,0.6111816212904089,0.5610382322390739,-0.07255643355730323,-0.18818488642097075,0.07587505578443754,-0.11268225253529063,-0.08487208977405714,,,,,
original,minimal_sensors,explainable_minimal,123,0.5556979074581744,0.43333472365744646,0.17766944135570317,0.5085469563772393,0.5543203950529049,0.12671167142131912,0.19581816151103237,0.08670218789099393,0.2072380759530107,0.27187711000215964,100015.0,,,,
original,minimal_sensors,svr_minimal,123,0.5747181731806181,0.493701270556025,0.15977856319617173,0.5198632824010753,0.5697643412970441,0.1300104378248803,0.19111268320979147,0.07316529502001656,0.17515435745373364,0.22945004247243617,,,,,
original,minimal_sensors,explainable_minimal,456,0.49100136679266776,0.40202954860988466,0.27124062266741406,0.6484143183099729,0.6269371875170131,0.2857302982449772,0.3618828531425041,0.0872249768873703,0.27433864463108004,0.347026340431138,100015.0,,,,
original,minimal_sensors,svr_minimal,456,0.5514603615410799,0.2462763677903724,0.11663425247790984,0.7669284763872859,0.6662759301942728,0.1979126294238439,0.01751517928985502,0.020780237142278835,0.150721102616154,0.1962421139174173,,,,,
original,minimal_sensors,explainable_minimal,789,0.45868929999227587,0.33655674539352937,0.09011598370669671,0.9881450835427146,0.6836349952067551,0.18104146404099586,0.03522506462999986,0.02619881214552222,0.03911267540183283,0.1690019023151329,100015.0,,,,
original,minimal_sensors,svr_minimal,789,0.5005345211591369,0.02593204795295061,-0.18391522078722214,1.1487526104859334,0.7380263879620611,-0.008730979813685646,-0.5110446450990442,0.039009288040575796,-0.27968808427651015,-0.15912168278744576,,,,,
original,minimal_sensors,explainable_minimal,1024,0.3554240848974753,0.389118429706815,0.264457429223805,0.6551901782176731,0.6588187895613313,0.25655685974533426,0.4397242332006329,-0.13984255371041598,0.36950568359049696,0.39634292329297616,100015.0,,,,
original,minimal_sensors,svr_minimal,1024,0.4097426932095255,0.23119112164953548,0.37547628933812427,0.5627646447893072,0.5628773590055098,0.3986395866880268,0.47548456637798064,0.06832666135428045,0.45423074203220726,0.48069989023812587,,,,,
original,minimal_sensors,explainable_minimal,2025,0.5937908715644206,-0.1543406730677672,0.05277324614577592,0.3825070229722009,0.4833859640133789,0.00588686926826909,0.2507598925100789,-0.1361225643528492,0.04523139489365968,0.09811063840972178,100015.0,,,,
original,minimal_sensors,svr_minimal,2025,0.5260642740236872,-0.43250116410319794,0.161211626381709,0.33939358075932735,0.45595750575155003,-0.061280666036694464,0.34448643221062725,0.06097008326153719,0.19740266707739718,0.264479615395678,,,,,
original,minimal_sensors,explainable_minimal,3407,0.5430579205296974,0.39896715424489215,0.1000691262994819,1.1257741351828812,0.7208042190865495,0.09319980964843622,0.07871033804139849,0.07095145848695417,0.05495203719249331,0.20253198812812767,100015.0,,,,
original,minimal_sensors,svr_minimal,3407,0.5294107475389567,0.20586289058599677,-0.11683689483884056,1.2761481079551775,0.7600952060004573,-0.15324974385777912,-0.22063867219327227,0.03804468949265116,-0.18252889029834662,-0.06581185733745576,,,,,
original,minimal_sensors,explainable_minimal,5555,0.5126761736021953,0.27086598537741813,0.45486124105258874,0.5956815637345987,0.6473992163075477,0.48263448118551555,0.6165663518300853,-0.026724699087638637,0.5948342680569956,0.6069958032779861,100015.0,,,,
original,minimal_sensors,svr_minimal,5555,0.3718500141213078,0.08689488487881263,0.45281813988183633,0.6203251920963877,0.640493368830253,0.44303227812897017,0.6041343546264517,0.12428514645996402,0.5472077170015671,0.5454312031922288,,,,,
original,minimal_sensors,explainable_minimal,7777,0.36951053622320973,0.2425857308194724,0.3121035946988688,0.9185017764782089,0.7426312972980779,0.24143872898182717,0.42728383913389634,-0.034163224921144764,0.4572001353510301,0.46875849494873545,100015.0,,,,
original,minimal_sensors,svr_minimal,7777,0.2919195205605391,0.06064586732158619,0.11128641387685607,1.288220345428552,0.8348271422993607,0.08864657933113029,0.05212367300334164,0.0017012310617517956,0.11483798610477214,0.29912259988328516,,,,,
original,minimal_sensors,explainable_minimal,9999,0.23077914862424925,-0.1876979231574647,0.19224617425512755,1.8571562798597374,0.802191578145341,0.32744597072607895,0.24509247675873114,-0.24415136333104082,0.21598337912675114,0.4168604079951175,100015.0,,,,
original,minimal_sensors,svr_minimal,9999,0.6942707515197661,-0.5605904913763109,0.38174447035175263,1.406125665118068,0.7394631410330248,0.3444931276354253,0.4300769693383606,0.059420906424550224,0.523659240086578,0.5510721082738483,,,,,
